text;lang;country
"Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/kNi3t0rfNp 

#WCQ2018 #WCQ18  #MARCIV #WorldCupQualifier #WorldCup2018 ...";fr;
RT @Ayman_Lahlou: Je vois dejà tous les joueurs marocains marié à des russes #WorldCup2018 2- 0 !;fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/K7DEy4oUIa 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/nUqw0Uj4KE";fr;
🇲🇦 VIVE LE MAROC! 🇲🇦 #WorldCup2018;fr;
"Félicitations au Maroc !
La Côte d'Ivoire attention à la sextape en seconde Mi-temps...
#CIVMAR #WorldCup2018  #Russia2018WorldCup";fr;
RT @QuentinCauchie: Cela sent la fin pour @WilmotsMarc 🤨 @CFootRTBF #WorldCup2018 #RoadtoRussia;fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/ZvFvfw0C7K 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/pDeaPXG5C3";fr;
De grandes affiches pour se manger 2 buts en 4 minutes https://t.co/GHMszRYnI3;fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/Vi9Hexrx0H 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/OdFpyMocDU";fr;
Jpense jvais commandé mon billet pour la Russie 🇷🇺 maintenant ✈️✈️✈️✈️🇲🇦🇷🇺 #Poutineonarrive #WorldCup2018 !!;fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/IYP09sosLK 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/0rHk7hLk5T";fr;
RT @douahi225: De grandes affiches pour se manger 2 buts en 4 minutes https://t.co/GHMszRYnI3;fr;
"Quand je dis ""simplet"", c'est mérité hein https://t.co/nCZ1tf5oQI";fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/CS28kyyCh0 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/tYzNTn9dRc";fr;
@BejiCEOfficial,porte bonheur du match #Tunisie #Libye pour la qualification #WorldCup2018;fr;Belgium
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/lK6ecSxePN 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/6sCleU2Cd7";fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/kNi3t0rfNp 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/4iqtNGOCEa";fr;
"RT @fcBarFrancia: L'Algérien que je suis pense et espère  que le maroc ira a la coupe du monde. 
 @najetrami #CIVMAR #WorldCup2018";fr;
Abou PSG il était comme ça hier soir 😂 https://t.co/67xsQcNSiT;fr;
RT @MimiiiTMT: Abou PSG il était comme ça hier soir 😂 https://t.co/67xsQcNSiT;fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/1Zs2nHPyAk 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/Mie09ZNg2a";fr;
RT @YBoutahar08: 🇲🇦 VIVE LE MAROC! 🇲🇦 #WorldCup2018;fr;
Avec #AhmedBennani du @pearl_marrakech en soutien amical des Lions de l'Atlas #CIVMAR @FRMFOFFICIEL : la qualif. po… https://t.co/8wtiMP7aAM;fr;Royaume du Maroc
Félicitations à nos frères marocains pour la qualification à la coupe du monde 2018 #WorldCup2018 #Russia2018 https://t.co/upuESix2ix;fr;Algeria
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/K7DEy47jQC 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/CmAEQFhVlq";fr;
On soutient, dans tout les cas c'est l'Afrique qui poste une equipe de plus dans la coupe du monde en Russie… https://t.co/fVNCA0HB7z;fr;
RT @Yass_3alam: On soutient, dans tout les cas c'est l'Afrique qui poste une equipe de plus dans la coupe du monde en Russie… ;fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/ZvFvfwidwk 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/itUyfsfRgH";fr;
RT @tergeek: Félicitations à nos frères marocains pour la qualification à la coupe du monde 2018 #WorldCup2018 #Russia2018 https://t.co/upu…;fr;
Donnez son MC il va partir https://t.co/LItuCGUySg;fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/Vi9Hex9VC7 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/Fq74ggynXX";fr;
"#CIVMAR 

La Côte d'Ivoire a cadré sa première frappe à la... 87ème minute! Trop faible pour inquiéter le Maroc.… https://t.co/xwrvhQ1d99";fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/IYP09s6Rna 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/5cK0ijSusw";fr;
Ha ouais chaud quand meme https://t.co/G9cvjIA6Op;fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/K7DEy47jQC 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/XIs1v9rDhS";fr;
Le Maroc durant ces 6 match de qualifications #WorldCup2018 c'est 11 buts marqués 0 encaissés #Solide #CIVMAR;fr;
RT @OM_Ernesto: Le Maroc durant ces 6 match de qualifications #WorldCup2018 c'est 11 buts marqués 0 encaissés #Solide #CIVMAR;fr;
Alors, on t'a bien chicoté mon petit @Serge_aurier 😂 Quand tu sauras fermer ta grande gueule... #DimaMaghrib… https://t.co/CxJjG7F2Zu;fr;
RT @MehdiMoudrikah: Alors, on t'a bien chicoté mon petit @Serge_aurier 😂 Quand tu sauras fermer ta grande gueule... #DimaMaghrib… ;fr;
Félicitation mabrouk #DimaMaghreb bravo et félicitation à la famille fier de toi 🙏🙏🙏 #Russie2018 #WorldCup2018 @MedhiBenatia;fr;
"WATCH LIVE: Côte d'Ivoire vs Morocco #WCQ 

Live Stream - https://t.co/CS28kyyCh0 

#WCQ2018 #WCQ18  #MARCIV… https://t.co/LOUcfjI8Tz";fr;
"ENFIN APRÈS 20 ANS D'ABSENCE, LE MAROC  RETROUVE LA COUPE DU MONDE !
 #Maroc #FIFA #WorldCup2018 #Russia2018";fr;
Maghrebbbbb 🇲🇦🇲🇦🇲🇦♥♥♥ merciiii @MedhiBenatia @khalidboutaib @Amine_000 @AchrafHakimi @DirarN  ... #dimamaghreb#fier… https://t.co/5QuhPkyK0T;fr;
Bravo aux Lions de l'Atlas : la qualification #WorldCup2018 ⚽️ est dans la poche ! Mabrouk 👍👏👏👏 @FRMFOFFICIEL https://t.co/bkTZsEhYk1;fr;Royaume du Maroc
"Nous félicitons l’équipe nationale marocaine pour sa qualification pour la Coupe du Monde 2018 🎉

🇲🇦🇸🇦🇲🇦🇸🇦

#WorldCup2018 #Marocco";fr;
"Coupe du Monde en Russie : pas d'Algérie, pas de Côte d'Ivoire , pas de Cameroun et pas de Ghana ... 
#WorldCup2018 
#QualifCDM2018";fr;
#bravo Maroc et Tunisienne bien joué                #WCQ2018 ⚽️ #WorldCup2018 ⚽️;fr;
"RT @ShababSaudiFc: Nous félicitons l’équipe nationale marocaine pour sa qualification pour la Coupe du Monde 2018 🎉

🇲🇦🇸🇦🇲🇦🇸🇦

#WorldCup201…";fr;
Après 20 ans on est enfin qualifié 🇲🇦🇲🇦🇲🇦#CIVMAR #WorldCup2018;fr;
Le #Maroc 🇲🇦 se qualifie en #WorldCup2018 après 20 ans d'absence ! #CIVMA #Mondiali2018 #Russia2018;fr;
"Nous félicitons l’équipe nationale Tunisienne pour sa qualification pour la Coupe du Monde 2018
félicitations spéci… https://t.co/iFwcmqFDJL";fr;
"RT @ShababSaudiFc: Nous félicitons l’équipe nationale Tunisienne pour sa qualification pour la Coupe du Monde 2018
félicitations spéci… ";fr;
"Sénégal🇸🇳 
Nigeria🇳🇬 
Maroc🇲🇦 
Tunisie🇹🇳 
Égypte🇪🇬 
#WorldCup2018";fr;Senegal
L’Afrique sera bien représentée incha’Allah 🙏🏿 #WorldCup2018;fr;
Trop contente pour les marocains et les tunisiens qui sont qualifiés à la coupe du monde 👏 Les maghrébins resteront… https://t.co/mWSH0mm10j;fr;
Change de taff toi https://t.co/XQGlXT7F77;fr;
Les 4 vont se faire éliminer, au premier tour !!! #WorldCup2018. https://t.co/1edeIuGeCg;fr;
"RT @Papii_Griizi: Sénégal🇸🇳 
Nigeria🇳🇬 
Maroc🇲🇦 
Tunisie🇹🇳 
Égypte🇪🇬 
#WorldCup2018";fr;
@beinsports_FR Bravo #Tunisie. On compte sur vous pour être de dignes représentants de l'#Afrique à  la #WorldCup2018;fr;
"RT ShababSaudiFc: Nous félicitons l’équipe nationale marocaine pour sa qualification pour la Coupe du Monde 2018 🎉

🇲🇦🇸🇦🇲🇦🇸🇦

#WorldCup2018…";fr;
Félicitations à la sélection Marocaine pour la qualification à la coupe du monde 2018 #Maroc #Morocco #المغرب #WorldCup2018;fr;
"👏👏👏 🇹🇳🇹🇳🇹🇳 
Match poussif contre #Libye 0-0 mais l'essentiel est là !
12 ans après les @Aigles2Carthage qualifiés p… https://t.co/AwpHvw7zHR";fr;
On va commencer à faire des douas dès maintenant pour que le Sénégal passe les poules 🤲🏿✨⚽️ #WorldCup2018;fr;
Monsieur demissionez et partez dignement s'il vous plait https://t.co/FS25p1IooN;fr;
Le Maroc qualifié pour la coupe du monde !  Les Lions de l'Atlas qui retrouvent le Mondial, 20 ans après. Bravo !… https://t.co/u8GhN2XLba;fr;
"Après 20 d""absence le #Maroc #Marocco se qualifie pour la #coupedumonde2018 #WorldCup2018 https://t.co/OhgfATCCNO";fr;
RT @iampostbad: Monsieur demissionez et partez dignement s'il vous plait https://t.co/FS25p1IooN;fr;
Egypte, Nigéria, Sénégal, Tunisie et Maroc : voilà les 5 nations africaines qui iront en Russie. Seul le Nigéria ét… https://t.co/6tmriYB3OF;fr;
Faut démissionner chef https://t.co/Id2lBQEMiA;fr;
"RT @lpruneta: 👏👏👏 🇹🇳🇹🇳🇹🇳 
Match poussif contre #Libye 0-0 mais l'essentiel est là !
12 ans après les @Aigles2Carthage qualifiés p… ";fr;
Ta mercon monsieur!  Ta mercon chaque fois que tu respire... toi avec tes joueur la.. vos mercon encore. Merci https://t.co/0x61g1bn6b;fr;
Je vais pas tinsulter je suis plus fort que ça démissionne stp merci https://t.co/mzzA3CFmm7;fr;
Démissionne frère on a rien vu du tout https://t.co/lIaxF7e9xr;fr;
Nique tes graaaands morts toi n tu niqué toutes le équipes que tu touche on dirait M.Pokora et ses reprises . Jte m… https://t.co/VrEq5KMVrP;fr;
Merciiiiiiiiii #monmaroc #maroc #Morocco #coupedumonde2018 #WorldCup2018 🇲🇦😍❤️⚽️ https://t.co/ynJIq5f2wU;fr;
RT @sidymoamed: Démissionne frère on a rien vu du tout https://t.co/lIaxF7e9xr;fr;
RT @wassbkl: Merciiiiiiiiii #monmaroc #maroc #Morocco #coupedumonde2018 #WorldCup2018 🇲🇦😍❤️⚽️ https://t.co/ynJIq5f2wU;fr;
Ton dawa gninin fierté https://t.co/hzyqlr91CG;fr;
Toi aussi ta gueule là-bas, faut tracer comme lamouchi https://t.co/sEe8f6g4eD;fr;Senegal
Tu peux changer ta bio https://t.co/Y4mEzI4dcB;fr;
RT @itskhiss_: Toi aussi ta gueule là-bas, faut tracer comme lamouchi https://t.co/sEe8f6g4eD;fr;
"😂😂
Toi tu es plus qu'une mascarade , j’espère que tu t'en vas .
Le AF 703 de Air France part à  22:15  pour Paris (… https://t.co/9sucQyBavM";fr;
"@bebareee je me suis suprise pendant le match à supporter le Maroc. LOL

Bon on va suivre SENEGAL TUNISIE MAROC FRA… https://t.co/Rr4O1NK2Mu";fr;
Les représentants africains sont pas mal du tout. Je mise sur au moins un quart du Sénégal où Nigeria, où les deux. #WorldCup2018;fr;
Mdr. Un coach moindre que tu es. https://t.co/9WJ0NUvRS8;fr;
Oais oais on a vu ça https://t.co/qVQAtLa4eA;fr;
🇹🇳⚽️ Imaginez la joie de Selim Benachour et de la Tunisie après la qualif pour la Coupe du monde 2018 🔥🔥 #TUNLIB… https://t.co/6ou3vf5o0f;fr;
"Ici au SEN, mes gars fêtent la qualif du Mondial comme s'ils avaient win. On sent vraiment qu'ils n'ont jamais win une CAN. 😅
#WorldCup2018";fr;
RT @SFR_Sport: 🇹🇳⚽️ Imaginez la joie de Selim Benachour et de la Tunisie après la qualif pour la Coupe du monde 2018 🔥🔥 #TUNLIB… ;fr;
Toi laaa ... tu démissionnes pas en même temps? Hm https://t.co/0mGI3S3898;fr;
"Pour la 5 ème fois, la Tunisie vient de se qualifier pour la coupe du monde.
Félicitations à notre cher pays !… https://t.co/ra4T1K1Q33";fr;
"RT @OMCi12: 😂😂
Toi tu es plus qu'une mascarade , j’espère que tu t'en vas .
Le AF 703 de Air France part à  22:15  pour Paris (… ";fr;
Bravo #Maroc pour la qualification #WorldCup2018 . Wilmots trop court avec la Côte d'Ivoire;fr;
"👏👏👏 🇹🇳🇹🇳🇹🇳 
Match poussif contre #Libye 0-0 
mais l'essentiel est là !
12 ans après les @Aigles2Carthage qualifiés… https://t.co/rfkLw1Txch";fr;
Quitte là-bas ! https://t.co/i9zUy94ER0;fr;
"RT @lpruneta: 👏👏👏 🇹🇳🇹🇳🇹🇳 
Match poussif contre #Libye 0-0 
mais l'essentiel est là !
12 ans après les @Aigles2Carthage qualifiés… ";fr;
DÉGAGE https://t.co/1BvRPqVZ6f;fr;
Grosse ambiance à  #valenciennes pour la qualification du #Maroc et de la #Tunisie pour la #WorldCup2018 ! Doucemen… https://t.co/j9XlOljzc4;fr;
Deux hymnes nationaux à chanter vous vous rendez compte 😭💚💛❤️🔵⚪️🔴🐔🦁🙏🏿✨⚽️🌍🇷🇺 #WorldCup2018 #RoadToRussia;fr;
"Bravo le Maroc &amp; La Tunisie! 👊
#WorldCup2018 https://t.co/QX1504WncM";fr;
Viva la Tunisie et le Maroc 😍🇹🇳🇲🇦 ❤❤❤❤ #WorldCup2018;fr;
RT @LassDiksFamily: DÉGAGE https://t.co/1BvRPqVZ6f;fr;
RT @PhCasenave: Avec #AhmedBennani du @pearl_marrakech en soutien amical des Lions de l'Atlas #CIVMAR @FRMFOFFICIEL : la qualif. po… ;fr;
Important ! Le #Maroc est le seul pays au monde qualifié pour la #Russie2018 qui n'a jamais encaissé de but dans to… https://t.co/FpxmqXPORO;fr;
Le Maroc s'est qualifié pour #worldcup2018 sans un seul but marqué contre eux 💪 #المغرب #Russia2018 #CIVMAR;fr;
"Le Maroc s'est qualifié pour #worldcup2018 sans un seul but marqué contre eux 😍💪👏💯🇲🇦
#CIVMAR https://t.co/AqkFlR9LJN";fr;
"RT @iihjrii: Le Maroc s'est qualifié pour #worldcup2018 sans un seul but marqué contre eux 😍💪👏💯🇲🇦
#CIVMAR https://t.co/AqkFlR9LJN";fr;
"🔥🔥🔥Un grand bravo au Maroc pour cette qualif’ 20 ans après... 🤙🏼 Quel bonheur &amp; quelle juste récompense surtout 🇲🇦… https://t.co/fCNeoiF7Mt";fr;
"RT @XavierDomergue: 🔥🔥🔥Un grand bravo au Maroc pour cette qualif’ 20 ans après... 🤙🏼 Quel bonheur &amp; quelle juste récompense surtout 🇲🇦… ";fr;
Félicitations #AtlasLions 🦁🇲🇦 #TerangaLions 🦁🇸🇳et #EaglesofCarthage 🦅🇹🇳#WorldCup2018 ⚽️;fr;
Les Marocains de Belgique ayez la qualification humble 🇲🇦 #RoadToRussia #WorldCup2018;fr;
En réponse aux marocains flambeurs, une nuit de liesse tout en retenue et en classe à #BabSouika pour la qualificat… https://t.co/IxRNOL1gdK;fr;
Bravo les lions. Vous êtes les héros de tout un peuple. Dans la rue, on vous célèbre. Merci de nous avoir rempli de… https://t.co/vdlYW2MZsM;fr;
RT @timvinchon: En réponse aux marocains flambeurs, une nuit de liesse tout en retenue et en classe à #BabSouika pour la qualificat… ;fr;
Vive Le Maroc!!🇲🇦🙌 #WorldCup2018;fr;
RT @BenabdallahMN: Bravo les lions. Vous êtes les héros de tout un peuple. Dans la rue, on vous célèbre. Merci de nous avoir rempli de… ;fr;
Avec toi on se serait qualifié tu nous manque 😭😭🇨🇩❤️ https://t.co/ECYTi0FPL5;fr;
Le Maroc se qualifie avec la manière... aucun but encaissé...seul équipe à avoir accompli cette prouesse durant les… https://t.co/qrA7ROcoCa;fr;
Champion c'est comment on dirait c'est ambiguë hein ou bien tu parlais de Maroc? https://t.co/5YkzNNOnkj;fr;
Tu nous manque... 😢😢 https://t.co/mDe3qqyyCf;fr;
Mabrouk 3alina ! Après 20 ans d'absence à la Coupe du monde, le Maroc 🇲🇦 est de retour. Qualification confirmée apr… https://t.co/60XQQdAWU9;fr;Canada
12 ans après, la Tunisie s'envole pour la Coupe du Monde 2018 grâce à nos aigles de Carthage , Mabrouk ! 🇹🇳🇹🇳🇹🇳🏆… https://t.co/axYH38VVp6;fr;
Ta mère con. https://t.co/IKG2SNzvV0;fr;
RT @ludmillaskn: Tu nous manque... 😢😢 https://t.co/mDe3qqyyCf;fr;
RT @optima_je: 12 ans après, la Tunisie s'envole pour la Coupe du Monde 2018 grâce à nos aigles de Carthage , Mabrouk ! 🇹🇳🇹🇳🇹🇳🏆… ;fr;
"Félicitation à nos frères #sénégalais pour la qualification au mondial @PR_Senegal @SkyFootball 
#coupedumonde2018… https://t.co/J2pMQXEvAp";fr;
Bravo les lions. Vous êtes les héros de tout un peuple. Dans la rue, on vous célèbre. Merci de nous avoir rempli de… https://t.co/02qQYYYBHl;fr;
Voyez la joie des joueurs marocains à se qualifier pour la Coupe du Monde 2018 dans le vestiaire #MARCIV #Maroc… https://t.co/yrxYMB2dRl;fr;
"Cameroun et Cote d Ivoire = OUT 
😱😱😱😱 #WorldCup2018";fr;
J espère que tes parents on buy ton billet en même temps entraîneur bâtard comme sa https://t.co/H4PfPmLhTh;fr;Côte d'Ivoire
Voyez la joie des joueurs marocains à se qualifier pour la Coupe du Monde 2018 dans le vestiaire #MARCIV #Maroc… … https://t.co/6gmbdqdoVj;fr;
Mois de novembre extra : #wydad champions, les #LionsdelAtlas qualifies pour la #WorldCup2018 , #CIVMAR avec un sco… https://t.co/qRPHkSCGdD;fr;
"Nous félicitons l’équipe nationale marocaine pour sa qualification pour la Coupe du Monde 2018 🎉

🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦

#WorldCup2018 #Marocco";fr;
Dommage que t’es toujours blessé 😭🤷🏾‍♂️ j’aurais bien voulu te voir jouer https://t.co/gjJkhB9B3v;fr;
Toi on t'a pas encore chassé ? https://t.co/ACljDNuXkK;fr;Côte d'Ivoire
⚽️👏👍Bravo au #Maroc 🇲🇦 et à la #Tunisie 🇹🇳 ! Les Lions de l'Atlas et les Aigles de Carthage sont qualifiés pour la… https://t.co/0LKFaUB1c2;fr;
RT @MKACITV5M: ⚽️👏👍Bravo au #Maroc 🇲🇦 et à la #Tunisie 🇹🇳 ! Les Lions de l'Atlas et les Aigles de Carthage sont qualifiés pour la… ;fr;
RT @Kikielbro: Toi on t'a pas encore chassé ? https://t.co/ACljDNuXkK;fr;
Merci bb 🇲🇦🇲🇦🇲🇦🇲🇦 #worldcup2018 #Moroccan #AllahalWatanalMalik https://t.co/Kp9TkpYlFG;fr;
Avec toi ça aurait été différent je suis sur 😭 c’est vrmt dommage https://t.co/2acOMh7F54;fr;
RT @Roi_Kaws10: Avec toi ça aurait été différent je suis sur 😭 c’est vrmt dommage https://t.co/2acOMh7F54;fr;
"Donnez moi un groupe avec :
Brésil 🇧🇷 
Espagne 🇪🇸 
Italie 🇮🇹 
Maroc 🇲🇦 
#WorldCup2018 #Russia2018";fr;
ON S'EN FOUT ON VOULAIT LE MONDIAL NOUS WAAAAAAAA https://t.co/3Zj6QBDUsc;fr;
Tu nous manques Yannick https://t.co/c1ozfhkxAI;fr;
https://t.co/WqIGnkOh20 #worldcup2018 #Morocco vs #IvoryCoast #football #DOHA #Qatar celebration;fr;
Sauf en 86, sachez que le l’Algérie n’aime pas partager l’affiche avec les autres pays du maghreb. Nous soit on y v… https://t.co/rGSHQAhFSp;fr;
RT @ElKapone_: ON S'EN FOUT ON VOULAIT LE MONDIAL NOUS WAAAAAAAA https://t.co/3Zj6QBDUsc;fr;
@MedhiBenatia Trop fières de vous Capitaine!!! 🇲🇦 Bravo nos lions pour cette victoire bien méritée et bonne chance… https://t.co/ANjccVTZBa;fr;
Merciii!!😭🇲🇦💚 https://t.co/wACMfQmHef;fr;
"Russia we’re coming !! Proud of us, Proud of the lions, Proud of MOROCCO🇲🇦😭❤️❤️❤️🇲🇦🇲🇦🇲🇦
Morocco - Côte d’Ivoire 
2–… https://t.co/BBx1pKY7VC";fr;
"RT @MalakHachchadi: Russia we’re coming !! Proud of us, Proud of the lions, Proud of MOROCCO🇲🇦😭❤️❤️❤️🇲🇦🇲🇦🇲🇦
Morocco - Côte d’Ivoire 
2–… ";fr;
Quand je pense que les États-Unis n'ont pas foutu de se qualifier pour la #WorldCup2018 🤦🏻‍♂️😢🇺🇸;fr;
"#WorldCup2018
-----
Le Sénégal, troisième équipe africaine qualifiée pour la Russie

https://t.co/CdYkYojhhG";fr;
"Le moment où Mehdi Benatia a reçu l'appel du Roi
#CIVMAR #Russia2018 #المغرب_في_روسيا2018  #المغرب… https://t.co/Ai4qj7h2hV";fr;
Le moment où Mehdi Benatia a reçu l'appel du Roi #CIVMAR #Russia2018 #المغرب_في_روسيا2018 #المغرب… … https://t.co/BmEq7rc4I9;fr;
RT @BussmannGaetan: Naaaaannn @kkoulibaly26 bonbon du Nutella 😂😂😂😂 direction la Russie 🇷🇺🇷🇺 #WorldCup2018 #teamsenegal #Senegal félicitatio…;fr;
Je suis dégoûtée! Au Maroc, les gens ont plus de respect, tout s’est passé de manière civilisée ce soir.… https://t.co/g2HvXgZ3zE;fr;Marokko
Et encore bravo aux autres nations 🇪🇬🇳🇬🇸🇳🇹🇳. Si l’un d’entre nous passe les quarts l’année prochaine, c’est toute l… https://t.co/UYWOkMAy5X;fr;France
Il a fais le bon choix 🇲🇦 #Ziyech #WorldCup2018 #RoadToRussia https://t.co/DIG1wuKBJ3;fr;
Quand @IGanaGueye se prend pour un des danseurs de wally seck 😂😂😂😂😂😂😂. Qualifier coupe du monde dal nekhna. Congrat… https://t.co/x5uySPALzU;fr;
DÉMISSION https://t.co/mpLyTW4bYU;fr;
🔴 INFO - #Paris: Quelques incidents hier soir sur les Champs Elysées après la qualification du #Maroc pour la Coupe… https://t.co/jJcXmRUCrD;fr;
"#WorldCup2018
-----
Le Maroc et la Tunisie seront du voyage en Russie
https://t.co/YFuofXAGyo";fr;
"RT @wildoum: #WorldCup2018
-----
Le Maroc et la Tunisie seront du voyage en Russie
https://t.co/YFuofXAGyo";fr;
Les marocains au Maroc ! https://t.co/okf43FwdWn;fr;
"🔴 INFO - #Belgique: Échauffourées à #Bruxelles après la qualification du #Maroc pour le Mondial 2018."" #CIVMAR… https://t.co/v59qIOiEEx";fr;
"RT @FranceNews24: 🔴 INFO - #Belgique: Échauffourées à #Bruxelles après la qualification du #Maroc pour le Mondial 2018."" #CIVMAR… ";fr;
"On vit dans un monde surréaliste ou tout leur est permis .
Nos dirigeants leur ont ouvert la porte du paradis , pou… https://t.co/LK8NC1ScmW";fr;
"RT @GSevy: On vit dans un monde surréaliste ou tout leur est permis .
Nos dirigeants leur ont ouvert la porte du paradis , pou… ";fr;
RT @FranceNews24: 🔴 INFO - #Paris: Quelques incidents hier soir sur les Champs Elysées après la qualification du #Maroc pour la Coupe… ;fr;
Faites passer à LCI et BFM : ils n'ont rien vu !  Merci https://t.co/UT9XXctqB0;fr;
"ça n'arrive qu'avec des pays du maghreb .....Maroc, Tunisie, Algérie..... bizarre🤔 

jamais d'échauffourées après u… https://t.co/tv5kaQbM91";fr;
"Les joies du piétonnier...
#Maroc #WorldCup2018 https://t.co/Cv1ET6FYQU";fr;
Hahahahaha Le trouduc qui se fait défoncer par le jet d'eau, il faisait le malin il a volé sur 2m 😂😂😂 https://t.co/kEpUlUwp9T;fr;
Ah le bon vieux temps où on pouvait écraser les supporters à la bourse https://t.co/XZ2z36UZ4u;fr;
ce  matin ,  j'écoutais  E1 .......  indiquait  quelques rassemblements  de liesse  après  la victoire  du MAROC ..… https://t.co/I4ByqCSWXn;fr;
RT @VITOT27: ce  matin ,  j'écoutais  E1 .......  indiquait  quelques rassemblements  de liesse  après  la victoire  du MAROC ..… ;fr;
"RT @FredBrebant: Les joies du piétonnier...
#Maroc #WorldCup2018 https://t.co/Cv1ET6FYQU";fr;
RT @LLuxembourg: Je suis dégoûtée! Au Maroc, les gens ont plus de respect, tout s’est passé de manière civilisée ce soir.… ;fr;
"Sérieusement vous pouvez pas programmer le match de la Suisse sur @canalplus au lieu de foot+... 
#SUINIR #WorldCup2018";fr;
"Very proud of our brothers, we are all behind you! 
Très fiers de nos frères, nous sommes tous derrière vous! 🇬🇲🇸🇳… https://t.co/7eLRHt6I1c";fr;
Very proud of our brothers @FootballSenegal , we are all behind you!  Très fiers de nos frères, nous sommes tous de… https://t.co/qIi8PLUEXu;fr;
Very proud of our brothers @FootballSenegal , we are all behind you!  Très fiers de nos frères, nous sommes tous de… https://t.co/zgEIiBKZy9;fr;
RT @TheGambiaFF: Very proud of our brothers @FootballSenegal , we are all behind you!  Très fiers de nos frères, nous sommes tous de… ;fr;
"Merci les lions 🇲🇦 🇲🇦  
#Dimamaroc #maroc #morocco #المغرب #Russia2018 #lionsdelatlas  #المغرب_الى_روسيا_2018… https://t.co/E6IV0xrK7G";fr;
Quelques 'incidents' ? Bravo 'médias', vous vous surpassez sans cesse, Novlangue inclue. Ces comportements de sauva… https://t.co/pfLoXupf4F;fr;
"RT @ElBaroudd: @bebareee je me suis suprise pendant le match à supporter le Maroc. LOL

Bon on va suivre SENEGAL TUNISIE MAROC FRA… ";fr;
RT @TangoDown732: Quelques 'incidents' ? Bravo 'médias', vous vous surpassez sans cesse, Novlangue inclue. Ces comportements de sauva… ;fr;
Bien joué au #Maroc et remerciez surtout Hervé Renard 👍🏽😉 #TeamFCSM #WorldCup2018;fr;
Félicitation au Maroc 🇲🇦 Bonne coupe du monde les gars 👍#Maroc #CDM2018 https://t.co/CBfFwolFRW;fr;
"Ultime défi pour #Russia2018 ! 
Bon match à notre @SFV_ASF ! 🇨🇭 

#hopsuisse #HoppSchwiiz #allezlasuisse… https://t.co/fMVk84covp";fr;
Pk t blessé toi aussi https://t.co/dg7HYrxfjy;fr;
T un bon Yannick https://t.co/bQ2ADW6FkF;fr;
quand tu n'as plus que le foot dans la vie :(((( https://t.co/kPwmQQ7igx;fr;
RT @HamzaAchour75: T un bon Yannick https://t.co/bQ2ADW6FkF;fr;
Quand tu veux oublier que SM ne veut plus de toi dans la vie politique #CM2018 https://t.co/f4Yg1FhATP;fr;
Hervé Renard, il a une statue dans chaque pays d'Afrique. #Maroc #WorldCup2018;fr;
243 Yannick bolasie zaïrois sauvage https://t.co/0eAljVLCJ3;fr;
"RT @hanahamrouni7: Pour la 5 ème fois, la Tunisie vient de se qualifier pour la coupe du monde.
Félicitations à notre cher pays !… ";fr;
Hervé Renard.. Très très Propre ! 👌🇲🇦⚽️ #Maroc #beinsports #Russia2018 #WorldCup2018 #chompion #great #team #best… https://t.co/kZqQl0ltYN;fr;
ferme la vaurien va. on te donne belgique génération dorée tu gâtes, côte d'ivoire, génération prometteuse avec les… https://t.co/BHlNqK6reM;fr;
RT @NoirrLand: ferme la vaurien va. on te donne belgique génération dorée tu gâtes, côte d'ivoire, génération prometteuse avec les… ;fr;
